 -0.88723973E-02  0.95419586E-02  0.49484948E-04
 -0.91744118E-02  0.12241031E-01  0.49634096E-01
 -0.94445224E-02  0.15907886E-01  0.97990417E-01
 -0.96743870E-02  0.21412376E-01  0.14392306E+00
 -0.98564043E-02  0.29579506E-01  0.18629858E+00
 -0.99839686E-02  0.41169574E-01  0.22407432E+00
 -0.10051688E-01  0.56859682E-01  0.25632496E+00
 -0.10055562E-01  0.77226960E-01  0.28226599E+00
 -0.99931042E-02  0.10273387E+00  0.30127355E+00
 -0.98634175E-02  0.13371587E+00  0.31290018E+00
 -0.96672143E-02  0.17037165E+00  0.31688605E+00
 -0.94067825E-02  0.21275621E+00  0.31316546E+00
 -0.90859029E-02  0.26077685E+00  0.30186845E+00
 -0.87097202E-02  0.31419223E+00  0.28331754E+00
 -0.82845744E-02  0.37261457E+00  0.25801969E+00
 -0.78177988E-02  0.43551491E+00  0.22665360E+00
 -0.73174914E-02  0.50223154E+00  0.19005295E+00
 -0.67922686E-02  0.57198149E+00  0.14918557E+00
 -0.62510068E-02  0.64387493E+00  0.10512952E+00
 -0.57025822E-02  0.71693231E+00  0.59046228E-01
 -0.51556150E-02  0.79010420E+00  0.12151563E-01
 -0.46182250E-02  0.86229328E+00 -0.34314527E-01
 -0.40978075E-02  0.93237833E+00 -0.79119149E-01
 -0.36008346E-02  0.99923981E+00 -0.12106759E+00
 -0.31326889E-02  0.10617864E+01 -0.15903369E+00
 -0.26975345E-02  0.11189820E+01 -0.19198877E+00
 -0.22982307E-02  0.11698727E+01 -0.21902832E+00
 -0.19362906E-02  0.12136129E+01 -0.23939583E+00
 -0.16118867E-02  0.12494894E+01 -0.25250314E+00
 -0.13239046E-02  0.12769443E+01 -0.25794671E+00
 -0.10700414E-02  0.12955934E+01 -0.25551940E+00
 -0.84694808E-03  0.13052420E+01 -0.24521736E+00
 -0.65040779E-03  0.13058960E+01 -0.22724185E+00
 -0.47554514E-03  0.12977676E+01 -0.20199573E+00
 -0.31705749E-03  0.12812764E+01 -0.17007488E+00
 -0.16945889E-03  0.12570441E+01 -0.13225446E+00
 -0.27326788E-04  0.12258839E+01 -0.89470471E-01
  0.11445854E-03  0.11887840E+01 -0.42796997E-01
  0.26049174E-03  0.11468855E+01  0.65803803E-02
  0.41464609E-03  0.11014555E+01  0.57394231E-01
  0.57991078E-03  0.10538556E+01  0.10832734E+00
  0.75826788E-03  0.10055068E+01  0.15804633E+00
  0.95061314E-03  0.95785171E+00  0.20523603E+00
  0.11567229E-02  0.91231562E+00  0.24863364E+00
  0.13752671E-02  0.87026669E+00  0.28706192E+00
  0.16038679E-02  0.83297723E+00  0.31946051E+00
  0.18391982E-02  0.80158707E+00  0.34491454E+00
  0.20771190E-02  0.77707013E+00  0.36267992E+00
  0.23128454E-02  0.76020549E+00  0.37220454E+00
  0.25411385E-02  0.75155373E+00  0.37314486E+00
  0.27565121E-02  0.75143956E+00  0.36537750E+00
  0.29534489E-02  0.75994121E+00  0.34900545E+00
  0.31266175E-02  0.77688717E+00  0.32435867E+00
  0.32710814E-02  0.80186028E+00  0.29198908E+00
  0.33824946E-02  0.83420924E+00  0.25265983E+00
  0.34572742E-02  0.87306712E+00  0.20732926E+00
  0.34927473E-02  0.91737631E+00  0.15712966E+00
  0.34872635E-02  0.96591913E+00  0.10334127E+00
  0.34402720E-02  0.10173531E+01  0.47362257E-01
  0.33523580E-02  0.10702494E+01 -0.93249207E-02
  0.32252398E-02  0.11231339E+01 -0.65189768E-01
  0.30617243E-02  0.11745286E+01 -0.11869192E+00
  0.28656241E-02  0.12229925E+01 -0.16832023E+00
  0.26416391E-02  0.12671600E+01 -0.21263179E+00
  0.23952072E-02  0.13057773E+01 -0.25028992E+00
  0.21323297E-02  0.13377330E+01 -0.28010009E+00
  0.18593788E-02  0.13620844E+01 -0.30104277E+00
  0.15828941E-02  0.13780774E+01 -0.31230244E+00
  0.13093757E-02  0.13851609E+01 -0.31329168E+00
  0.10450828E-02  0.13829938E+01 -0.30366990E+00
  0.79584387E-03  0.13714467E+01 -0.28335593E+00
  0.56688541E-03  0.13505969E+01 -0.25253426E+00
  0.36268501E-03  0.13207189E+01 -0.21165447E+00
  0.18685288E-03  0.12822695E+01 -0.16142409E+00
