 -0.90807724E-02  0.84702310E-02  0.10406447E-03
 -0.99145314E-02 -0.10359896E+00  0.50292706E-01
 -0.10592895E-01 -0.21385626E+00  0.99119965E-01
 -0.11056038E-01 -0.32049491E+00  0.14530380E+00
 -0.11249710E-01 -0.42179586E+00  0.18763291E+00
 -0.11126892E-01 -0.51616877E+00  0.22499878E+00
 -0.10649246E-01 -0.60218937E+00  0.25642482E+00
 -0.97883070E-02 -0.67863209E+00  0.28109202E+00
 -0.85264000E-02 -0.74449731E+00  0.29836023E+00
 -0.68572354E-02 -0.79903221E+00  0.30778465E+00
 -0.47861739E-02 -0.84174486E+00  0.30912720E+00
 -0.23301532E-02 -0.87241124E+00  0.30236230E+00
  0.48271876E-03 -0.89107484E+00  0.28767718E+00
  0.36138895E-02 -0.89803926E+00  0.26546668E+00
  0.70153787E-02 -0.89385373E+00  0.23632265E+00
  0.10631052E-01 -0.87929245E+00  0.20101848E+00
  0.14398108E-01 -0.85532797E+00  0.16048892E+00
  0.18248734E-01 -0.82309988E+00  0.11580592E+00
  0.22111864E-01 -0.78387939E+00  0.68151120E-01
  0.25915010E-01 -0.73903116E+00  0.18785453E-01
  0.29586075E-01 -0.68997330E+00 -0.30983092E-01
  0.33055132E-01 -0.63813680E+00 -0.79833009E-01
  0.36256081E-01 -0.58492552E+00 -0.12646318E+00
  0.39128172E-01 -0.53167786E+00 -0.16962640E+00
  0.41617317E-01 -0.47963124E+00 -0.20816163E+00
  0.43677189E-01 -0.42989022E+00 -0.24102429E+00
  0.45270060E-01 -0.38339921E+00 -0.26731372E+00
  0.46367365E-01 -0.34092053E+00 -0.28629725E+00
  0.46949988E-01 -0.30301808E+00 -0.29743000E+00
  0.47008264E-01 -0.27004743E+00 -0.30037019E+00
  0.46541715E-01 -0.24215202E+00 -0.29498917E+00
  0.45558535E-01 -0.21926581E+00 -0.28137606E+00
  0.44074857E-01 -0.20112199E+00 -0.25983680E+00
  0.42113839E-01 -0.18726745E+00 -0.23088743E+00
  0.39704607E-01 -0.17708226E+00 -0.19524189E+00
  0.36881113E-01 -0.16980372E+00 -0.15379439E+00
  0.33680942E-01 -0.16455389E+00 -0.10759708E+00
  0.30144130E-01 -0.16036977E+00 -0.57833245E-01
  0.26312022E-01 -0.15623517E+00 -0.57869930E-02
  0.22226221E-01 -0.15111320E+00  0.47189927E-01
  0.17927651E-01 -0.14397849E+00  0.99713199E-01
  0.13455762E-01 -0.13384819E+00  0.15040201E+00
  0.88478969E-02 -0.11981094E+00  0.19791514E+00
  0.41388201E-02 -0.10105317E+00  0.24098612E+00
 -0.63958578E-03 -0.76882133E-01  0.27845651E+00
 -0.54584552E-02 -0.46745285E-01  0.30930651E+00
 -0.10291920E-01 -0.10245793E-01  0.33268205E+00
 -0.15116942E-01  0.32846002E-01  0.34791772E+00
 -0.19913011E-01  0.82585136E-01  0.35455503E+00
 -0.24661726E-01  0.13884852E+00  0.35235550E+00
 -0.29346263E-01  0.20133518E+00  0.34130835E+00
 -0.33950758E-01  0.26957010E+00  0.32163256E+00
 -0.38459617E-01  0.34291137E+00  0.29377335E+00
 -0.42856777E-01  0.42056042E+00  0.25839302E+00
 -0.47124939E-01  0.50157519E+00  0.21635652E+00
 -0.51244815E-01  0.58488593E+00  0.16871193E+00
 -0.55194416E-01  0.66931359E+00  0.11666635E+00
 -0.58948426E-01  0.75359054E+00  0.61557676E-01
 -0.62477721E-01  0.83638346E+00  0.48228840E-02
 -0.65749063E-01  0.91631838E+00 -0.52036489E-01
 -0.68725035E-01  0.99200742E+00 -0.10749088E+00
 -0.71364253E-01  0.10620771E+01 -0.16002046E+00
 -0.73621894E-01  0.11251981E+01 -0.20815314E+00
 -0.75450556E-01  0.11801150E+01 -0.25050208E+00
 -0.76801467E-01  0.12256767E+01 -0.28580155E+00
 -0.77626014E-01  0.12608665E+01 -0.31294034E+00
 -0.77877561E-01  0.12848296E+01 -0.33099188E+00
