 -0.89319067E-02  0.96932015E-02  0.40985451E-04
 -0.92355476E-02  0.99450807E-02  0.49522265E-01
 -0.95075047E-02  0.11152552E-01  0.97774814E-01
 -0.97394481E-02  0.14171755E-01  0.14360270E+00
 -0.99237793E-02  0.19814304E-01  0.18587196E+00
 -0.10053885E-01  0.28827613E-01  0.22353947E+00
 -0.10124356E-01  0.41876559E-01  0.25567953E+00
 -0.10131159E-01  0.59526847E-01  0.28150730E+00
 -0.10071767E-01  0.82230415E-01  0.30039872E+00
 -0.99452291E-02  0.11031316E+00  0.31190620E+00
 -0.97521924E-02  0.14396524E+00  0.31576992E+00
 -0.94948694E-02  0.18323414E+00  0.31192429E+00
 -0.91769566E-02  0.22802061E+00  0.30049957E+00
 -0.88035081E-02  0.27807775E+00  0.28181863E+00
 -0.83807692E-02  0.33301300E+00  0.25638883E+00
 -0.79159776E-02  0.39229343E+00  0.22488943E+00
 -0.74171383E-02  0.45525402E+00  0.18815468E+00
 -0.68927807E-02  0.52110901E+00  0.14715312E+00
 -0.63517044E-02  0.58896622E+00  0.10296351E+00
 -0.58027222E-02  0.65784413E+00  0.56748018E-01
 -0.52544072E-02  0.72669162E+00  0.97232915E-02
 -0.47148518E-02  0.79440993E+00 -0.36869966E-01
 -0.41914446E-02  0.85987671E+00 -0.81798122E-01
 -0.36906733E-02  0.92197157E+00 -0.12386576E+00
 -0.32179582E-02  0.97960276E+00 -0.16194609E+00
 -0.27775228E-02  0.10317343E+01 -0.19500983E+00
 -0.23723050E-02  0.10774132E+01 -0.22215198E+00
 -0.20039134E-02  0.11157955E+01 -0.24261562E+00
 -0.16726297E-02  0.11461712E+01 -0.25581226E+00
 -0.13774581E-02  0.11679866E+01 -0.26133815E+00
 -0.11162204E-02  0.11808640E+01 -0.25898605E+00
 -0.88569288E-03  0.11846170E+01 -0.24875209E+00
 -0.68178174E-03  0.11792619E+01 -0.23083761E+00
 -0.49972788E-03  0.11650244E+01 -0.20564571E+00
 -0.33433518E-03  0.11423397E+01 -0.17377254E+00
 -0.18021170E-03  0.11118484E+01 -0.13599364E+00
 -0.32014472E-04  0.10743853E+01 -0.93245479E-01
  0.11531248E-03  0.10309630E+01 -0.46602644E-01
  0.26631646E-03  0.98274955E+00  0.27487045E-02
  0.42483982E-03  0.93104110E+00  0.53540535E-01
  0.59385680E-03  0.87723012E+00  0.10445501E+00
  0.77534953E-03  0.82276965E+00  0.15415813E+00
  0.97022762E-03  0.76913503E+00  0.20133411E+00
  0.11782936E-02  0.71778385E+00  0.24471957E+00
  0.13982545E-02  0.67011565E+00  0.28313674E+00
  0.16277782E-02  0.62743233E+00  0.31552479E+00
  0.18635914E-02  0.59090079E+00  0.34096845E+00
  0.21016139E-02  0.56151888E+00  0.35872332E+00
  0.23371237E-02  0.54008590E+00  0.36823703E+00
  0.25649468E-02  0.52717862E+00  0.36916592E+00
  0.27796621E-02  0.52313370E+00  0.36138656E+00
  0.29758157E-02  0.52803717E+00  0.34500198E+00
  0.31481363E-02  0.54172138E+00  0.32034229E+00
  0.32917418E-02  0.56376958E+00  0.28795960E+00
  0.34023336E-02  0.59352805E+00  0.24861737E+00
  0.34763680E-02  0.63012544E+00  0.20327429E+00
  0.35112008E-02  0.67249862E+00  0.15306303E+00
  0.35051999E-02  0.71942424E+00  0.99264315E-01
  0.34578211E-02  0.76955500E+00  0.43276759E-01
  0.33696455E-02  0.82145915E+00 -0.13416676E-01
  0.32423760E-02  0.87366217E+00 -0.69285003E-01
  0.30787946E-02  0.92468893E+00 -0.12278738E+00
  0.28826807E-02  0.97310500E+00 -0.17241219E+00
  0.26586947E-02  0.10175558E+01 -0.21671612E+00
  0.24122311E-02  0.10568021E+01 -0.25436209E+00
  0.21492457E-02  0.10897513E+01 -0.28415524E+00
  0.18760662E-02  0.11154823E+01 -0.30507580E+00
  0.15991903E-02  0.11332656E+01 -0.31630802E+00
  0.13250816E-02  0.11425759E+01 -0.31726435E+00
  0.10599697E-02  0.11430984E+01 -0.30760412E+00
  0.80966159E-03  0.11347289E+01 -0.28724615E+00
  0.57937163E-03  0.11175677E+01 -0.25637496E+00
  0.37357520E-03  0.10919083E+01 -0.21544022E+00
  0.19589030E-03  0.10582215E+01 -0.16514955E+00
  0.48990172E-04  0.10171357E+01 -0.10645472E+00
 -0.65451651E-04  0.96941454E+00 -0.40531613E-01
 -0.14678358E-03  0.91593237E+00  0.31245569E-01
 -0.19536669E-03  0.85764905E+00  0.10733515E+00
 -0.21253606E-03  0.79558415E+00  0.18606317E+00
 -0.20053544E-03  0.73079169E+00  0.26566199E+00
 -0.16242880E-03  0.66433564E+00  0.34431134E+00
 -0.10199219E-03  0.59726674E+00  0.42018082E+00
 -0.23589493E-04  0.53060091E+00  0.49147287E+00
  0.67964659E-04  0.46529935E+00  0.55646501E+00
  0.16755173E-03  0.40225057E+00  0.61355062E+00
  0.26990312E-03  0.34225450E+00  0.66127703E+00
  0.36975849E-03  0.28600867E+00  0.69838025E+00
  0.46202577E-03  0.23409657E+00  0.72381537E+00
  0.54194013E-03  0.18697849E+00  0.73678213E+00
  0.60521861E-03  0.14498463E+00  0.73674484E+00
  0.64820620E-03  0.10831092E+00  0.72344639E+00
  0.66800898E-03  0.77017417E-01  0.69691588E+00
  0.66260881E-03  0.51029477E-01  0.65746973E+00
  0.63095383E-03  0.30141617E-01  0.60570625E+00
  0.57301888E-03  0.14024125E-01  0.54249370E+00
  0.48983044E-03  0.22322368E-02  0.46895211E+00
  0.38345136E-03 -0.57822691E-02  0.38642939E+00
  0.25692250E-03 -0.10657302E-01  0.29647194E+00
  0.11416014E-03 -0.13104819E-01  0.20079086E+00
 -0.40189388E-04 -0.13893662E-01  0.10122413E+00
 -0.20093409E-03 -0.13831246E-01 -0.30408622E-03
 -0.36255289E-03 -0.13744507E-01 -0.10182619E+00
 -0.51943586E-03 -0.14460520E-01 -0.20137491E+00
 -0.66613704E-03 -0.16787187E-01 -0.29702705E+00
 -0.79762812E-03 -0.21494413E-01 -0.38694618E+00
